Gene Symbol	RefSeq ID	Transcript Length	LVST #1	LVST #2	LVST #3	LVST #4	LVS #5	LVST #6	cMVST #1	cMVST #2	cMVST #3	Caudal Control #1 	Caudal Control #2	Caudal Control #3	Caudal Control #4	Medial Control #1	Medial Control #2	Medial Control #3	Medial Control #4
1700120K04Rik	NR_027915	542	1	0	7	0	0	0	1	0	0	1	0	2	1	5	17	12	8
1700123I01Rik	NM_001165919	1613	0	3	0	0	1	0	0	0	0	26	0	0	0	3	3	8	0
1700123K08Rik	NM_029693	1047	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	5	1
1700123L14Rik	NR_003643	1703	2	6	0	1	15	0	0	0	0	9	0	0	4	5	13	18	16
1700123O20Rik	NM_021437	1889	487	616	334	252	384	123	203	220	160	224	349	109	78	303	364	543	335
1700125H20Rik	NM_028589	975	3	0	0	3	73	0	0	0	12	16	0	4	5	3	4	5	5
1700128F08Rik	NR_033618	1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700129C05Rik	NM_026461	1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810009A15Rik	NM_025463	615	39	98	18	64	26	184	55	16	38	47	21	43	54	109	95	162	97
1810009J06Rik	NM_023707	856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810010D01Rik	NR_033626	935	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1810010H24Rik	NM_001163473	1097	0	0	27	2	0	393	0	0	0	9	4	13	22	46	59	94	58
1810011H11Rik	NM_001163616	1473	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	4	4
1810011O10Rik	NM_026931	1331	0	1	3	68	0	0	0	0	0	205	0	43	59	37	55	63	48
1810013L24Rik	NM_001081400	4074	2266	2736	1128	775	2413	1630	1085	1127	403	1680	900	682	712	2077	2052	3080	1864
1810014B01Rik	NR_015572	1620	14	0	3	22	5	0	102	229	32	7	0	19	6	81	58	105	73
1810022K09Rik	NM_001099674	401	38	48	54	73	198	294	108	221	40	21	33	44	22	175	106	238	127
1810024B03Rik	NM_198630	1266	3	2	1	2	0	3	1	0	0	6	3	16	2	3	8	8	6
1810026J23Rik	NM_178619	3147	1668	1671	507	783	2815	2578	1119	1348	875	1022	925	473	390	1291	1214	1915	1261
1810030O07Rik	NM_175141	2572	835	537	204	384	708	755	368	1106	379	380	496	267	333	787	870	1433	827
1810032O08Rik	NR_027819	863	48	218	53	102	59	74	31	348	215	158	165	72	26	49	79	143	65
1810032O08Rik	NR_027820	671	46	211	44	95	59	74	31	348	202	150	121	66	26	48	75	140	62
1810032O08Rik	NR_027821	1995	65	218	59	106	59	237	32	381	220	177	171	91	36	63	95	172	82
1810037I17Rik	NM_024461	976	65	76	50	52	158	705	72	571	90	89	100	42	48	243	219	379	234
1810041L15Rik	NM_001163145	5915	1253	480	282	298	749	1164	364	53	25	1942	1517	498	1063	1512	2044	2864	1822
1810043G02Rik	NM_026431	1696	89	181	89	97	129	372	36	213	30	334	49	67	35	60	100	216	102
1810043H04Rik	NM_001110242	494	49	90	9	44	40	52	0	0	42	79	7	34	27	16	27	39	27
1810046K07Rik	NM_027217	1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810055G02Rik	NM_028077	1882	1153	834	232	355	730	619	409	727	117	234	302	243	403	410	560	763	435
1810058I24Rik	NR_015608	1038	317	483	171	163	419	445	123	352	571	199	115	154	133	318	364	532	310
1810058I24Rik	NR_027875	1268	315	511	171	163	419	445	122	352	605	198	123	154	132	321	365	533	310
1810062O18Rik	NR_033571	751	89	69	21	13	139	15	16	1	15	49	32	22	23	92	148	192	134
1810064F22Rik	NR_027981	2302	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
1810065E05Rik	NM_027239	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010001E11Rik	NM_001163503	2285	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2010002M12Rik	NM_053217	3365	24	2	0	0	0	0	1	0	0	8	0	1	0	2	8	4	6
2010003K11Rik	NM_027237	1167	0	19	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
2010005H15Rik	NM_029733	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010012O05Rik	NM_025563	2176	486	739	344	641	640	1154	171	441	461	278	65	185	394	658	672	1026	589
2010016I18Rik	NR_033207	1558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
2010106E10Rik	NM_001168590	1287	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
2010106E10Rik	NM_026333	1257	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
2010107E04Rik	NM_027360	365	818	967	1540	1802	3581	4137	739	3825	1484	436	288	954	841	1020	1080	1703	1094
2010107G12Rik	NM_001025573	2148	1	130	0	1	0	252	0	0	12	0	0	2	0	9	17	19	11
2010107G23Rik	NM_027251	1731	241	150	239	209	1086	741	195	238	510	493	92	171	218	211	325	497	338
2010109I03Rik	NM_025929	1887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010111I01Rik	NM_028079	3509	165	118	76	9	30	16	54	139	11	289	116	72	37	83	127	210	134
2010204K13Rik	NR_027924	826	171	288	10	32	0	0	0	6	4	9	1	3	25	27	49	62	23
2010204K13Rik	NR_027925	546	174	255	10	31	0	0	0	6	6	7	1	1	26	29	52	69	27
2010300C02Rik	NM_028096	4361	34	94	7	6	20	0	11	0	0	30	32	4	90	8	17	14	15
2010320M18Rik	NR_029440	745	57	11	42	64	42	4	10	0	53	12	77	51	49	50	56	76	56
2200002D01Rik	NM_028179	507	2	2	2	7	10	13	2	10	11	23	0	3	2	3	4	4	3
2200002J24Rik	NM_026961	610	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2210010C04Rik	NM_023333	2142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210013O21Rik	NR_028432	855	720	1303	440	359	404	638	311	235	842	607	280	203	204	476	493	797	461
2210015D19Rik	NR_015577	1840	215	262	94	53	43	180	46	249	123	135	26	53	64	107	167	239	145
2210016F16Rik	NM_027335	2822	166	73	117	96	197	374	46	268	223	43	244	59	82	220	209	350	216
2210016L21Rik	NM_028211	1320	965	1127	474	347	707	539	502	423	544	959	289	194	207	310	449	635	421
2210018M11Rik	NM_172280	4014	1216	1058	676	376	1417	2163	553	1312	333	1328	806	602	596	2094	2579	3626	2204
2210407C18Rik	NM_144544	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210408I21Rik	NM_001081353	1748	179	67	83	70	75	24	0	16	70	110	52	70	45	101	126	182	124
2210408I21Rik	NM_001145676	4950	475	540	123	129	214	218	225	15	125	290	481	143	271	420	517	782	474
2210409E12Rik	NR_003492	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
2210417A02Rik	NR_028285	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300002M23Rik	NM_175148	1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300005B03Rik	NM_001081961	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	NM_027090	598	38	61	96	42	218	24	82	238	116	39	27	59	103	134	107	152	90
2310001K24Rik	NR_028122	459	0	4	0	0	0	85	0	0	0	0	28	0	2	0	0	1	1
2310002L09Rik	NM_027104	958	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2
2310002L09Rik	NM_027981	1930	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2
2310003H01Rik	NM_027980	3175	1644	1836	514	658	525	1077	188	267	442	734	1043	176	243	143	305	382	257
2310007B03Rik	NM_001159940	2302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310007B03Rik	NM_172411	2293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310007L24Rik	NM_029345	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310009B15Rik	NM_001081226	571	62	58	58	40	221	163	86	76	282	47	67	27	33	62	59	80	54
2310011J03Rik	NM_025521	1659	0	48	32	75	17	82	23	15	23	69	110	36	12	24	36	68	23
2310014L17Rik	NM_029809	3239	8	23	2	47	61	127	34	61	18	1	4	11	53	32	41	51	27
2310015A10Rik	NR_033514	4843	86	55	50	31	32	19	16	477	96	125	414	30	64	82	135	206	136
2310022A10Rik	NM_001122767	1875	82	75	147	75	245	117	50	62	37	143	262	47	78	111	152	204	136
2310022A10Rik	NM_175107	2638	97	144	149	135	321	129	52	62	40	184	313	58	96	118	169	225	153
2310022B05Rik	NM_175149	3306	579	740	232	315	124	300	306	629	315	546	1138	311	264	367	613	900	580
2310030G06Rik	NM_025865	1242	2	83	0	136	0	81	22	29	0	3	0	1	0	11	14	21	10
2310033P09Rik	NM_024210	1241	407	358	40	42	46	154	33	13	265	203	447	56	133	77	149	211	112
2310034C09Rik	NM_054100	943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310035C23Rik	NM_029349	5334	1854	2574	778	936	2913	2647	870	3166	1530	1452	1224	666	727	2351	2055	3114	1941
2310035C23Rik	NM_173187	5406	1863	2574	778	937	2926	2647	870	3166	1530	1462	1227	675	731	2356	2060	3126	1952
2310036O22Rik	NM_026760	892	1516	922	470	372	1181	2527	653	835	440	980	370	373	337	577	566	981	581
2310039H08Rik	NM_025966	773	104	40	35	50	56	218	2	4	258	98	17	133	142	60	70	97	48
2310044G17Rik	NR_033623	4250	3642	1546	827	799	1563	956	484	330	958	818	732	481	375	1286	1764	2558	1659
2310045N01Rik	NM_001145552	598	143	393	147	56	27	171	7	0	60	153	258	69	100	26	97	166	159
2310047M10Rik	NM_028005	1802	70	158	133	51	138	140	13	232	4	249	43	59	2	18	45	57	44
2310050C09Rik	NM_025621	1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310057J18Rik	NM_026336	1319	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
2310057M21Rik	NM_026655	2214	193	460	97	137	236	118	106	3	355	238	969	66	85	136	208	362	190
2310057N15Rik	NM_027170	1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310061I04Rik	NM_001033630	1240	313	876	219	224	691	411	199	133	418	252	85	230	141	197	256	379	256
2310061J03Rik	NR_027965	1348	54	39	46	2	1	174	19	0	2	36	25	25	19	21	19	27	23
2310061N02Rik	NM_027155	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310067B10Rik	NM_028014	4996	1005	783	391	198	210	854	61	112	636	924	1706	282	407	304	448	718	398
2310068J16Rik	NR_028124	1121	49	42	19	44	23	87	10	0	24	87	24	23	7	20	27	45	24
2310079G19Rik	NM_027173	879	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2410002F23Rik	NM_025880	1981	1120	1442	507	391	684	535	594	387	508	1274	1084	283	375	358	667	976	599
2410004B18Rik	NM_025555	975	377	198	74	138	109	176	295	181	130	212	130	115	89	394	277	461	252
2410006H16Rik	NR_030738	461	402	336	716	644	215	1265	237	742	808	729	501	529	509	256	379	571	430
2410012M07Rik	NM_028033	1814	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	1	0
2410015M20Rik	NM_153152	755	207	107	176	158	129	69	47	23	87	45	373	154	146	49	100	162	132
2410016O06Rik	NM_023633	2346	305	570	122	122	252	71	10	2	29	131	822	37	64	195	195	262	146
2410017I17Rik	NR_033517	1511	0	0	1	2	0	0	0	0	0	1	0	1	1	0	0	2	1
2410018L13Rik	NR_015504	1407	28	62	5	1	1	13	2	0	1	39	23	4	2	4	9	10	11
2410066E13Rik	NM_026629	1710	377	931	189	286	1046	1494	111	263	40	469	260	165	270	391	670	1015	691
2410089E03Rik	NM_001162906	10468	1944	3243	749	999	2171	2048	1560	1085	1392	2046	1691	992	1068	2327	2899	4780	2850
2410127L17Rik	NM_026120	2094	7	2	0	3	46	0	4	0	0	10	1	1	9	12	12	21	8
2410131K14Rik	NM_001081236	2670	531	198	60	54	66	166	23	117	211	194	117	43	32	72	132	189	132
2410137M14Rik	NM_029747	865	0	0	1	0	0	0	0	0	1	0	0	8	0	2	1	0	2
2510002D24Rik	NM_001033164	1232	86	121	105	131	333	447	116	108	56	176	104	44	57	85	106	175	97
2510009E07Rik	NM_001001881	5162	1559	1733	527	858	1335	897	761	1025	707	1150	2194	705	445	1678	2130	3068	2007
2510039O18Rik	NM_029841	2731	813	784	183	218	268	776	332	544	339	546	355	172	226	99	268	382	246
2610001J05Rik	NR_024619	1803	127	259	260	113	106	202	15	150	43	187	124	81	59	149	207	283	193
2610002J02Rik	NM_001190445	1075	400	544	255	163	444	33	211	102	47	256	20	116	116	183	275	439	280
2610002J02Rik	NR_033802	1518	460	672	267	188	445	35	214	102	50	297	58	123	127	183	278	443	282
2610002M06Rik	NM_025921	5839	929	1206	402	498	1040	766	1126	1348	387	687	437	350	390	1478	1554	2408	1539
2610005L07Rik	NR_028428	4009	169	192	36	33	124	307	142	114	101	89	59	46	54	176	247	412	265
2610008E11Rik	NM_001004362	4229	795	657	457	246	1604	1051	323	656	864	1328	646	611	496	2197	1918	2670	1645
2610015P09Rik	NM_027801	3641	100	30	124	6	53	5	1	147	0	16	121	33	26	172	204	353	186
2610020H08Rik	NM_001004187	1783	124	14	11	10	49	0	13	111	9	6	50	29	29	97	72	137	58
2610020H08Rik	NM_028129	2008	70	20	11	13	49	0	13	143	9	9	78	40	29	110	95	187	77
2610028E06Rik	NR_015560	3543	0	0	0	0	0	0	0	0	0	0	0	2	0	24	28	42	30
2610028H24Rik	NM_029816	1763	8	33	9	3	1	0	0	2	0	3	6	8	1	10	20	32	22
2610034B18Rik	NM_027420	2184	323	658	69	76	121	520	38	2	66	130	141	85	19	161	235	339	201
2610035D17Rik	NR_015556	1848	47	7	4	28	73	0	8	0	0	121	4	31	15	35	53	97	60
2610044O15Rik8	NM_153780	1453	161	64	165	89	193	59	164	1238	91	81	106	102	51	396	348	536	342
2610100L16Rik	NR_033490	1363	519	523	335	594	695	1298	569	733	682	726	622	333	667	783	782	1282	719
2610203C20Rik	NR_015483	2578	1918	2874	668	752	1315	1035	2387	2769	1831	1752	2381	1327	1344	4597	4966	7614	4605
2610203C22Rik	NR_015470	1243	3	6	0	0	1	2	8	0	0	2	87	1	0	18	30	53	31
2610301B20Rik	NM_026005	2118	149	63	118	156	151	228	90	113	273	79	112	189	256	512	722	915	485
2610305D13Rik	NM_145078	2561	0	29	0	0	9	0	0	0	0	2	0	0	0	0	8	3	10
2610306M01Rik	NR_028298	1034	461	89	45	67	38	16	96	0	6	37	0	73	33	58	75	118	58
2610318N02Rik	NM_183287	1266	12	86	55	35	142	25	18	177	29	28	184	16	5	39	55	70	45
2610507B11Rik	NM_001002004	7444	2492	2731	1336	1046	2845	1711	851	913	1435	2047	1782	1028	781	1920	2836	4380	2590
2610524H06Rik	NM_181075	945	132	332	98	122	57	179	128	190	43	322	112	101	105	121	107	205	161
2610528J11Rik	NM_025572	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700029M09Rik	NM_028299	1182	542	627	488	348	1228	1199	969	565	677	461	416	272	247	1061	932	1548	826
2700046G09Rik	NR_033198	1640	75	26	0	42	18	5	0	1	44	43	3	9	15	35	39	40	32
2700049A03Rik	NM_001163378	5761	725	325	335	146	201	580	197	190	159	231	230	225	127	977	1120	1659	1108
2700049A03Rik	NM_029818	5497	723	325	335	144	201	580	197	190	158	228	228	219	120	959	1104	1636	1088
2700060E02Rik	NM_026528	1510	594	467	187	266	237	586	181	513	178	366	444	256	262	593	504	982	566
2700062C07Rik	NM_026529	1032	246	664	135	93	88	275	170	811	38	174	80	111	55	212	263	414	274
2700081O15Rik	NM_175381	4988	2901	2278	823	778	1337	2133	845	1243	778	2418	2600	909	737	2012	2623	4071	2576
2700094K13Rik	NM_001033166	679	662	478	573	441	751	539	432	428	794	622	829	507	436	461	553	830	543
2700094K13Rik	NM_001037279	654	661	478	573	439	751	539	432	428	794	622	828	507	436	461	553	829	542
2700097O09Rik	NM_028314	1105	143	72	16	71	96	74	96	16	3	33	207	41	112	180	190	299	165
2700097O09Rik	NR_030764	1187	143	73	17	71	96	74	96	16	3	33	207	41	115	181	190	300	166
2700099C18Rik	NR_024720	1275	41	19	2	15	1	4	18	2	0	59	204	15	6	77	62	81	33
2810001G20Rik	NR_033780	900	153	163	102	57	525	424	90	527	281	167	123	37	125	289	248	402	242
2810002D19Rik	NR_027831	1480	166	164	4	31	108	45	86	0	24	127	162	27	1	129	117	182	83
2810004N23Rik	NM_025615	1380	525	408	135	89	253	299	142	343	49	213	208	88	99	223	293	455	287
2810006K23Rik	NM_001134717	1680	100	143	29	69	539	1339	27	165	27	274	195	62	132	154	141	276	143
2810006K23Rik	NM_028310	1636	46	34	17	6	67	0	13	0	9	103	53	3	9	21	23	64	34
2810007J24Rik	NM_175250	2113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810008D09Rik	NR_027059	599	148	121	225	134	136	604	106	592	153	157	204	121	92	208	220	359	186
2810021J22Rik	NM_172403	4892	329	139	57	40	232	139	118	0	247	500	147	91	89	335	423	697	404
2810025M15Rik	NR_027984	1194	72	115	83	212	12	299	120	293	64	36	99	69	45	177	197	303	192
2810032G03Rik	NR_015579	1258	66	44	18	45	0	0	0	0	11	56	25	33	0	20	34	35	31
2810047C21Rik1	NR_015598	1644	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2810403A07Rik	NM_028814	2997	1686	2299	944	749	2183	3749	1335	2967	942	2254	2972	1149	1101	2611	3000	4815	2848
2810403D21Rik	NR_015493	1005	0	0	0	0	0	0	0	0	0	0	0	2	1	13	11	14	7
2810405F15Rik	NR_033447	1549	11	198	2	1	3	0	32	0	3	3	4	8	30	56	59	103	58
2810408A11Rik	NM_027419	1674	51	15	43	9	51	0	17	0	8	90	92	92	42	90	119	216	112
2810408M09Rik	NM_001007581	1868	172	125	63	76	211	0	5	18	191	94	77	25	24	108	128	165	129
2810410L24Rik	NR_030682	1707	58	144	31	34	24	328	66	30	128	91	26	26	42	45	97	117	69
2810417H13Rik	NM_026515	2387	0	0	4	3	20	0	0	0	0	18	138	18	23	92	116	170	69
2810428I15Rik	NM_025577	657	571	870	297	332	449	134	134	459	241	551	126	182	194	96	218	308	171
2810429I04Rik	NR_015522	585	30	49	1	13	22	0	1	0	1	61	6	1	6	9	17	15	10
2810433D01Rik	NR_033474	1334	0	0	0	0	2	0	0	0	0	0	0	0	0	7	4	5	4
2810442I21Rik	NR_015469	3137	0	0	0	0	0	0	0	0	0	0	12	0	0	8	7	20	8
2810454H06Rik	NR_029441	2825	0	1	8	1	0	0	0	0	0	49	25	3	1	14	25	56	16
2810459M11Rik	NM_001144992	3330	2	9	0	8	0	0	0	0	2	16	92	22	7	36	67	83	64
2810459M11Rik	NM_001144993	3327	2	9	0	8	0	0	0	0	2	16	92	22	7	36	67	83	64
2810474O19Rik	NM_026054	6080	836	647	503	730	1068	1203	771	947	287	925	944	612	565	2591	2288	3606	1992
2900005J15Rik	NR_027851	2033	18	35	0	3	0	0	0	0	8	0	0	0	0	1	7	4	1
2900011O08Rik	NM_144518	2355	4065	5215	1265	1532	4580	5621	1307	3090	1978	4674	2464	883	1259	1661	1957	3041	1825
2900026A02Rik	NM_172884	5836	78	15	0	18	0	0	8	0	133	150	900	59	131	132	235	387	188
2900041M22Rik	NR_015489	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	7	2
2900052N01Rik	NR_015605	2585	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	7	2
2900060B14Rik	NR_027901	597	1	8	0	1	0	0	0	0	0	18	3	3	0	5	2	6	5
2900079G21Rik	NR_015468	1138	178	65	36	28	94	470	32	0	13	758	50	77	21	44	57	112	46
2900079G21Rik	NR_033431	1016	74	15	32	16	102	338	31	0	4	321	10	61	11	19	20	73	29
2900079G21Rik	NR_033432	2961	25	15	17	10	72	20	13	0	1	95	42	32	0	43	38	60	25
2900079G21Rik	NR_033433	2764	0	1	0	3	48	16	18	0	2	52	0	1	0	10	4	12	8
2900092C05Rik	NM_028434	849	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
2900092D14Rik	NR_027891	2841	705	721	346	476	1441	631	531	1309	513	385	647	432	190	1144	1201	2132	1242
2900097C17Rik	NR_024329	4916	843	916	342	497	1419	1059	466	344	641	525	416	204	183	1159	1598	2658	1606
3000002C10Rik	NR_033215	1276	50	23	5	14	142	5	9	4	9	13	9	15	30	37	45	61	47
3010026O09Rik	NM_026543	1139	197	204	32	64	88	31	70	208	30	297	184	107	55	125	205	330	177
3110001I22Rik	NM_025653	1611	117	36	6	6	6	1	0	58	9	146	396	21	1	78	76	92	55
3110002H16Rik	NM_029623	2129	405	754	283	240	388	226	305	775	320	367	393	201	239	371	427	694	453
3110007F17Rik	NM_028426	920	71	82	17	13	11	9	6	8	3	38	26	7	17	37	11	54	18
3110009E18Rik	NM_001172074	1000	0	0	2	31	0	1	25	0	0	3	45	21	6	42	27	42	31
3110009E18Rik	NM_028439	489	0	0	3	32	0	0	25	0	0	0	29	20	6	44	24	39	33
3110021A11Rik	NR_030776	822	2	0	0	0	0	0	0	0	0	7	0	17	8	4	10	13	6
3110035E14Rik	NM_178399	3187	670	690	303	436	875	1583	161	581	188	284	132	129	113	1142	1273	2174	1233
3110039M20Rik	NR_026733	853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3110040N11Rik	NM_026077	857	487	177	73	75	68	39	92	3	106	100	198	131	46	99	169	246	135
3110043O21Rik	NM_001081343	3198	961	594	335	265	696	124	190	275	57	309	70	306	180	561	608	923	656
3110052M02Rik	NM_001166497	4366	254	156	198	180	1241	129	434	160	274	110	134	201	116	657	637	863	565
3110057O12Rik	NM_026622	2492	23	94	96	20	90	13	46	0	43	41	60	31	33	182	169	274	183
3110062M04Rik	NM_001135611	3400	132	143	55	24	123	139	46	88	16	95	13	22	18	76	51	95	58
3110062M04Rik	NM_199145	3725	153	152	86	52	164	165	62	111	43	109	39	36	44	109	67	121	74
3110070M22Rik	NR_027974	1126	173	70	5	16	11	133	16	7	4	12	4	5	10	3	11	21	8
3110079O15Rik	NM_028473	461	0	0	0	0	0	0	0	0	0	12	0	0	0	1	1	4	1
3110082I17Rik	NM_028469	1461	142	314	13	52	498	13	5	0	179	448	162	47	7	45	107	165	98
3110099E03Rik	NR_030712	2644	0	14	0	7	0	0	0	0	0	0	0	0	0	15	16	21	9
3300002I08Rik	NM_027017	648	29	0	26	10	0	54	1	0	34	36	57	5	36	18	33	54	20
3425401B19Rik	NM_001195097	5547	0	2	0	0	0	0	0	0	0	1	0	2	0	1	2	0	2
3632451O06Rik	NM_026142	2748	935	614	186	728	704	1399	1528	1205	1188	373	264	243	238	827	1123	1687	965
3830403N18Rik	NM_027510	1020	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
3830406C13Rik	NM_146051	2477	136	275	124	132	405	186	306	64	90	42	87	58	83	212	245	378	174
3830406C13Rik	NM_178141	2416	136	275	124	132	405	186	306	64	90	42	87	58	83	212	244	376	174
3830408C21Rik	NR_015471	1898	170	184	89	48	141	36	76	44	40	157	114	21	55	126	124	252	148
3830417A13Rik	NM_027512	1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930402G23Rik	NR_030715	2847	0	0	0	0	0	0	0	0	0	3	0	0	0	2	1	1	0
4430402I18Rik	NM_198651	2152	5	136	3	0	0	0	0	0	0	17	5	4	0	11	12	18	11
4632415L05Rik	NR_027985	4113	116	96	11	4	72	40	226	152	120	252	257	74	72	214	227	320	167
4632427E13Rik	NR_015510	669	220	184	71	34	35	0	4	16	47	248	139	86	121	114	170	249	135
4632428C04Rik	NR_033631	2428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2
4632428N05Rik	NM_001159572	4843	0	0	0	0	0	0	0	0	0	21	0	5	4	16	36	36	28
4632428N05Rik	NM_028732	4846	0	0	0	0	0	0	0	0	0	21	0	5	4	16	36	36	28
4732416N19Rik	NR_015615	551	30	52	21	7	73	95	41	274	2	80	16	4	16	30	36	59	35
4732456N10Rik	NM_177717	2534	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
4732471J01Rik	NR_015569	1887	138	83	6	6	12	148	3	0	19	56	25	11	2	19	32	42	13
4831440E17Rik	NR_030700	4677	20	8	0	9	215	3	1	0	0	2	0	43	25	36	37	63	36
4833418N02Rik	NR_015506	1530	13	48	0	2	30	47	13	0	1	62	0	19	6	35	21	34	32
4833420G17Rik	NM_001113550	2574	992	654	369	227	411	1188	203	1320	923	2033	1392	620	404	1365	1518	2675	1690
4833420G17Rik	NM_026127	2637	973	638	364	224	407	1224	201	1327	893	1955	1360	604	402	1370	1515	2671	1694
4833422C13Rik	NR_015501	2828	813	799	258	455	796	452	157	442	372	580	350	198	175	349	506	739	470
4833422C13Rik	NR_028313	1864	23	31	7	30	137	0	57	18	0	7	82	7	50	38	64	99	77
4833422C13Rik	NR_028314	1827	21	45	6	39	37	0	0	23	8	5	20	30	10	86	125	172	119
4833423E24Rik	NM_001081664	1685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4833427G06Rik	NM_177702	775	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1
4833439L19Rik	NM_133797	2673	3763	3997	1404	1134	2469	1935	975	1121	1776	2866	2078	951	853	1511	2214	3326	1985
4921501E09Rik	NM_001009544	3916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4921504E06Rik	NM_027600	2004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
4921506M07Rik	NM_001037743	1479	4	0	0	3	0	0	0	0	0	0	0	0	4	18	26	40	28
4921507P07Rik	NM_027564	2334	62	78	4	24	7	14	84	35	19	65	5	72	28	73	85	125	90
4921509C19Rik	NM_198655	2682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921511C20Rik	NR_003646	1606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921511H03Rik	NM_027603	1046	7	13	0	0	0	18	27	0	8	0	2	31	7	53	48	94	60
4921517D22Rik	NM_183290	3142	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	3	1
4921524J17Rik	NM_025722	1595	30	37	44	22	22	7	145	14	30	33	142	52	35	213	165	291	183
4921524J17Rik	NR_033144	1498	30	37	41	22	22	7	137	14	29	32	138	45	35	211	163	287	181
4921524L21Rik	NM_027598	1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921530L21Rik	NM_025733	1156	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0
4921531C22Rik	NR_033782	1905	17	12	48	4	5	0	14	0	35	98	49	28	7	48	51	73	41
4921533I20Rik	NR_033607	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
4921536K21Rik	NM_026150	2618	21	25	16	7	7	1	0	0	6	129	221	24	18	8	24	23	17
4921539E11Rik	NM_001163494	2353	0	0	0	0	19	0	0	0	0	0	0	0	0	1	0	1	1
4921539E11Rik	NM_027612	2445	0	0	0	0	19	0	0	0	0	0	0	0	0	1	0	1	1
4922502D21Rik	NM_199034	1566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930402F06Rik	NM_001080709	1372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930402H24Rik	NM_029432	4951	2876	2528	755	653	2042	1360	1001	397	1161	1537	1742	767	714	1796	2475	3866	2278
